key,iata_code,name,city,country,latitude,longitude,altitude,timezone_offset,dst,timezone_name
03N,UTK,Utrik Airport,Utirik Island,Marshall Islands,11.222611,169.85447,4,12,U,Pacific/Majuro
07FA,OCA,Ocean Reef Club Airport,Ocean Reef Club Airport,United States,25.32324,-80.276501,8,-5,A,America/New_York
3N0,NDK,Namorik Airport,Namorik Atoll,Marshall Islands,5.633019,168.125675,15,12,U,Pacific/Majuro
5A8,WKK,Aleknagik Airport,Aleknagik,United States,59.282402,-158.618059,66,-9,A,America/Anchorage
AGAF,AFT,Afutara Airport,Afutara,Solomon Islands,-9.183056,160.949722,5,11,U,Pacific/Guadalcanal
AGAR,RNA,Ulawa Airport,Ulawa,Solomon Islands,-9.864444,161.983056,5,11,U,Pacific/Guadalcanal
AGAT,ATD,Atoifi,Atoifi,Solomon Islands,-8.873295,161.011497,0,11,U,Pacific/Guadalcanal
AGBT,BPF,Batuna Airport,Batuna,Solomon Islands,-8.63,158,5,11,U,Pacific/Guadalcanal
AGGA,AKS,Gwaunaru'u Airport,Auki,Solomon Islands,-8.704656,160.681744,5,11,U,Pacific/Guadalcanal
AGGC,CHY,Choiseul Bay Airport,Choiseul Bay,Solomon Islands,-6.712516,156.396217,5,11,U,Pacific/Guadalcanal
AGGE,BAS,Balalae Airport,Ballalae,Solomon Islands,-6.993587,155.890956,5,11,U,Pacific/Guadalcanal
AGGF,FRE,Fera Island Airport,Fera Island,Solomon Islands,-8.1,159.583333,0,11,U,Pacific/Guadalcanal
AGGH,HIR,Henderson International Airport,Honiara,Solomon Islands,-9.428056,160.053056,28,11,U,Pacific/Guadalcanal
AGGI,MBU,Mbambanakira Airport,Mbambanakira,Solomon Islands,-9.7475,159.838889,0,11,U,Pacific/Guadalcanal
AGGK,IRA,Kirakira Airport,Kirakira,Solomon Islands,-10.5,161.833333,0,11,U,Pacific/Guadalcanal
AGGL,SCZ,Santa Cruz/Graciosa Bay/Luova Airport,Santa Cruz/Graciosa Bay/Luova,Solomon Islands,-10.719722,165.797778,18,11,U,Pacific/Guadalcanal
AGGM,MUA,Munda Airport,,Solomon Islands,-8.326944,157.263056,10,11,U,Pacific/Guadalcanal
AGGN,GZO,Gizo Airport,Gizo,Solomon Islands,-8.116667,156.833333,13,11,U,Pacific/Guadalcanal
AGGO,MNY,Mono Airport,Stirling Island,Solomon Islands,-7.417211,155.564473,0,10,U,Pacific/Guadalcanal
AGGR,RNL,Rennell/Tingoa Airport,Rennell Island,Solomon Islands,-11.5339,160.063,0,11,U,Pacific/Guadalcanal
AGGS,EGM,Seghe Airport,Sege,Solomon Islands,-8.577956,157.87506,0,11,U,Pacific/Guadalcanal
AGGT,NNB,Santa Ana Island Airfield,Santa Ana,Solomon Islands,-10.847994,162.454108,6,11,U,Pacific/Guadalcanal
AGGU,RUS,Marau Airport,Marau,Solomon Islands,-9.862315,160.824978,0,11,U,Pacific/Guadalcanal
AGGV,VAO,Suavanao Airport,Suavanao,Solomon Islands,-7.587017,158.728166,0,11,U,Pacific/Guadalcanal
AGGY,XYA,Yandina Airport,Yandina,Solomon Islands,-9.100483,159.221766,6,11,U,Pacific/Guadalcanal
AGKG,KGE,Kagau Island Airport,Kagau Island,Solomon Islands,-7.333,157.583,0,11,U,Pacific/Guadalcanal
AGRC,RIN,Ringi Cove Airport,Ringi Cove,Solomon Islands,-8.12639,157.143,0,11,U,Pacific/Guadalcanal
AGRM,RBV,Ramata Airport,Ramata,Solomon Islands,-8.165556,157.63945,0,11,U,Pacific/Guadalcanal
ALX_,ALX,Alexandria,Alexandria,United States,38.806346,-77.0621,1,-5,A,America/New_York
ANYN,INU,Nauru Airport Building,Nauru,Nauru,-0.544716,166.917504,22,12,U,Pacific/Nauru
AUGS,AUB,Augsburg HBF,Augsburg,Germany,48.3655,10.886,1200,2,E,Europe/Berlin
AYBK,BUA,Buka Airport,Buka Island,Papua New Guinea,-5.420128,154.674913,11,10,U,Pacific/Port_Moresby
AYCH,CMU,Chimbu Airport,Kundiawa,Papua New Guinea,-6.025458,144.969622,4974,10,U,Pacific/Port_Moresby
AYDU,DAU,Daru Airport,,Papua New Guinea,-9.086667,143.207778,20,10,U,Pacific/Port_Moresby
AYGA,GKA,Goroka Airport,Goroka,Papua New Guinea,-6.0825,145.391111,5282,10,U,Pacific/Port_Moresby
AYGN,GUR,Gurney Airport,,Papua New Guinea,-10.310449,150.333904,88,10,U,Pacific/Port_Moresby
AYGR,PNP,Girua Airport,,Papua New Guinea,-8.804444,148.308889,311,10,U,Pacific/Port_Moresby
AYHK,HKN,Hoskins Airport,Hoskins,Papua New Guinea,-5.461667,150.405,66,10,U,Pacific/Port_Moresby
AYKI,UNG,Kiunga Airport,Kiunga,Papua New Guinea,-6.125,141.282222,88,10,U,Pacific/Port_Moresby
AYKK,KRI,Kikori Airport,Kikori,Papua New Guinea,-7.424819,144.250013,50,10,U,Pacific/Port_Moresby
AYKM,KMA,Kerema Airport,,Papua New Guinea,-7.963064,145.770848,10,10,U,Pacific/Port_Moresby
AYKV,KVG,Kavieng Airport,,Papua New Guinea,-2.58075,150.80653,7,10,U,Pacific/Port_Moresby
AYMD,MAG,Madang Airport,Madang,Papua New Guinea,-5.208611,145.787778,20,10,U,Pacific/Port_Moresby
AYMH,HGU,Mount Hagen Airport,Mount Hagen,Papua New Guinea,-5.828767,144.29738,5388,10,U,Pacific/Port_Moresby
AYMN,MDU,Mendi Airport,,Papua New Guinea,-6.148056,143.656944,5680,10,U,Pacific/Port_Moresby
AYMO,MAS,Momote Airport,,Papua New Guinea,-2.060708,147.425718,12,10,U,Pacific/Port_Moresby
AYMR,MXH,Moro Airport,Moro,Papua New Guinea,-6.363036,143.238578,2740,10,U,Pacific/Port_Moresby
AYMS,MIS,Misima,Misima Island,Papua New Guinea,-10.685563,152.841741,26,10,U,Pacific/Port_Moresby
AYNZ,LAE,Nadzab Airport,Nadzab,Papua New Guinea,-6.569722,146.726111,239,10,U,Pacific/Port_Moresby
AYPY,POM,Domestic Terminal,Port Moresby,Papua New Guinea,-9.436575,147.210008,146,10,U,Pacific/Port_Moresby
AYTA,TIZ,Tari Airport,Tari,Papua New Guinea,-5.844722,142.947222,5500,10,U,Pacific/Port_Moresby
AYTB,TBG,Tabubil Airport,Tabubil,Papua New Guinea,-5.279722,141.226944,1570,10,U,Pacific/Port_Moresby
AYTK,RAB,Tokua Airport,,Papua New Guinea,-4.340456,152.379667,32,10,U,Pacific/Port_Moresby
AYVN,VAI,Vanimo Airport,,Papua New Guinea,-2.691944,141.302222,10,10,U,Pacific/Port_Moresby
AYWD,WBM,Wapenamanda,,Papua New Guinea,-5.635278,143.892222,5889,10,U,Pacific/Port_Moresby
AYWK,WWK,Wewak International Airport,Wewak,Papua New Guinea,-3.583611,143.669167,19,10,U,Pacific/Port_Moresby
BAMB,BAM,Bamberg BF,Bamberg,Germany,49.911,10.9,800,1,E,Europe/Berlin
BGAM,AGM,Tasiilaq Airport,Angmagssalik,Greenland,65.6,-37.683333,24,-2,U,America/Godthab
BGAP,LLU,Alluitsup Paa Airport,Alluitsup Paa,Greenland,60.46417,-45.56889,89,-3,E,America/Godthab
BGBW,UAK,Narsarsuaq Air Base,Narssarssuaq,Greenland,61.160556,-45.425556,112,-3,E,America/Godthab
BGCH,JCH,Qasigiannguit Heliport,Qasigiannguit,Greenland,68.818244,-51.174347,2,-3,E,America/Godthab
BGCO,CNP,Nerlerit Inaat Airport,Neerlerit Inaat,Greenland,70.741477,-22.64882,45,-1,E,America/Scoresbysund
BGEM,JEG,Aasiaat Lufthavn,Aasiaat,Greenland,68.721667,-52.784722,2,-3,E,America/Godthab
BGFH,JFR,Paamiut Airport,Paamiut,Greenland,62.0,-49.660833,0,-3,E,America/Godthab
BGGH,GOH,Nuuk Airport,Godthaab,Greenland,64.192518,-51.677113,283,-3,E,America/Godthab
BGGN,JGO,Qeqertarsuaq Airport,Qeqertarsuaq Airport,Greenland,69.25084,-53.538022,0,-3,E,America/Godthab
BGJH,JJU,Julianehab,,Greenland,60.7625,-46.0,0,-3,E,America/Godthab
BGJN,JAV,Ilulissat Airport,Ilulissat,Greenland,69.243056,-51.056944,2,-3,E,America/Godthab
BGMQ,JSU,Maniitsoq airport,Maniitsoq,Greenland,65.411327,-52.93321,91,-3,E,America/Godthab
BGNN,JNN,Nanortalik Airport,Nanortalik,Greenland,60.134167,-45.233611,0,-3,E,America/Godthab
BGNS,JNS,Narsaq Heliport,Narsaq,Greenland,60.916668,-46.05,0,-3,E,America/Godthab
BGQQ,NAQ,Qaanaaq Airport,Qaanaaq,Greenland,77.48564,-69.37486,51,-4,E,America/Thule
BGSC,OBY,Ittoqqortoormiit Heliport,Ittoqqortoormiit,Greenland,70.490335,-21.999054,238,0,U,America/Scoresbysund
BGSF,SFJ,Kangerlussuaq Airport,Sondrestrom,Greenland,67.009893,-50.71186,165,-3,E,America/Godthab
BGSS,JHS,Sisimiut Airport,Sisimiut,Greenland,66.951111,-53.729167,33,-3,E,America/Godthab
BGTL,THU,Thule Airport,Thule,Greenland,76.529999,-68.705833,251,-4,E,America/Thule
BGUK,JUV,Upernavik airport,Upernavik,Greenland,72.79,-56.130556,414,-4,E,America/Godthab
BGUQ,JQA,Qaarsut Airport,Uummannaq,Greenland,70.733688,-52.69487,289,-3,E,America/Godthab
BIAR,AEY,Akureyri Airport,Akureyri,Iceland,65.658611,-18.072222,6,0,N,Atlantic/Reykjavik
BIBD,BIU,Bildudalur Airport,Bildudalur,Iceland,65.641674,-23.546482,26,0,N,Atlantic/Reykjavik
BIEG,EGS,Egilsstaðir Airport,Egilsstadir,Iceland,65.282184,-14.403557,76,0,N,Atlantic/Reykjavik
BIES,BIE,Biessenhofen BF,Biessenhofen,Germany,47.851,10.634,1200,2,E,Europe/Berlin
BIGJ,GJR,Gjögur Airport,Gjogur,Iceland,65.993307,-21.329613,98,0,N,Atlantic/Reykjavik
BIGR,GRY,Port lotniczy Grímsey,Grímsey,Iceland,66.548298,-18.020668,66,0,N,Atlantic/Reykjavik
BIHN,HFN,Hofn Airport,Hofn,Iceland,64.302198,-15.226485,24,0,N,Atlantic/Reykjavik
BIHU,HZK,Húsavík Airport,Husavik,Iceland,65.952328,-17.425978,48,0,N,Atlantic/Reykjavik
BIIS,IFJ,Ísafjarðaflugvöllur,Isafjordur,Iceland,66.058056,-23.135278,8,0,N,Atlantic/Reykjavik
BIKF,KEF,Keflavik Airport,Keflavik,Iceland,63.995301,-22.623428,171,0,N,Atlantic/Reykjavik
BIKR,SAK,Alexandersflugvöllur,Saudarkrokur,Iceland,65.731755,-19.573174,8,0,N,Atlantic/Reykjavik
BIPA,PFJ,Patrekstjord Airport,Patreksfjordur,Iceland,65.553523,-23.96729,11,0,N,Atlantic/Reykjavik
BIRK,RKV,Eagle Air,Reykjavik,Iceland,64.12991,-21.93341,48,0,N,Atlantic/Reykjavik
BIRL,MVA,Reykiahlid Airport,Myvatn,Iceland,65.654029,-16.919718,1030,0,N,Atlantic/Reykjavik
BISI,SIJ,Siglufjörður Airport,Siglufjordur,Iceland,66.137292,-18.908611,10,0,N,Atlantic/Reykjavik
BITN,THO,Thorshofn Airport,Thorshofn,Iceland,66.212331,-15.334641,65,0,N,Atlantic/Reykjavik
BIVM,VEY,Flugvöllur Vestmannaeyja,Vestmannaeyjar,Iceland,63.42512,-20.269346,326,0,N,Atlantic/Reykjavik
BIVO,VPN,Vopnafjordur,Vopnafjörður,Iceland,65.720556,-14.850556,0,0,N,Atlantic/Reykjavik
BKX,BKX,Brookings Regional Airport,Brookings,United States,44.306982,-96.810901,1648,-6,A,America/Chicago
BLF,BLF,Mercer County Airport,Bluefield,United States,37.29223,-81.209365,2857,-5,A,America/New_York
BOCH,BOX,Bochum HBF,Bochum,Germany,51.478506,7.2222,1000,3,E,Europe/Berlin
BUCH,BUH,Buchloe BF,Buchloe,Germany,48.0411,10.715,1200,2,E,Europe/Berlin
CAC8,ZNA,Nanaimo Harbour Water Airport,Nanaimo,Canada,49.169436,-123.935522,0,-8,A,America/Vancouver
CAD4,YZZ,Trail Regional Airport,Trail,Canada,49.057826,-117.607351,1427,-8,A,America/Vancouver
CAE5,YWS,Whistler/Green Lake Water Aerodrome,Whistler,Canada,50.15,-122.966667,2100,-8,A,America/Vancouver
CAJ4,YAA,Anahim Lake Airport,Anahim Lake,Canada,52.452325,-125.305134,3635,-8,A,America/Vancouver
CAQ3,CXH,Vancouver Harbour Water Airport,Vancouver,Canada,49.289725,-123.118871,0,-8,A,America/Vancouver
CCA6,YWM,Williams Harbour Airport,Williams Harbour,Canada,52.566944,-55.784722,70,-4,A,America/St_Johns
CCD4,YSO,Postville Airport,Postville,Canada,54.910556,-59.786667,223,-4,A,America/Goose_Bay
CCE4,YBI,Black Tickle Airport,Black Tickle,Canada,53.469243,-55.785313,57,-4,A,America/St_Johns
CCK4,YFX,ST. Lewis (Fox Harbour) Airport,St. Lewis,Canada,52.371799,-55.673579,74,-4,A,America/St_Johns
CCP4,YHA,Port Hope Simpson Airport,Port Hope Simpson,Canada,52.528216,-56.287399,347,-4,A,America/St_Johns
CCZ2,YRG,Rigolet Airport,Rigolet,Canada,54.179722,-58.4575,180,-4,A,America/Goose_Bay
CEB3,YCK,Colville Lake Airport,Colville Lake,Canada,67.039377,-126.078665,850,-7,A,America/Yellowknife
CEM3,YLE,Wha Ti Airport,Whatì,Canada,63.131667,-117.2475,882,-7,A,America/Yellowknife
CJV7,SUR,Summer Beaver Airport,Summer Beaver,Canada,52.708611,-88.541944,832,-5,A,America/Toronto
CJX7,YAB,Arctic Bay Airport,Arctic Bay,Canada,73.005092,-85.033835,72,-5,A,America/Rankin_Inlet
CKB6,YAX,Wapakeka,Angling Lake,Canada,53.842056,-89.574457,712,-5,A,America/Winnipeg
CKL3,WNN,Wunnummin Lake Airport,Wunnumin Lake,Canada,52.893889,-89.289167,819,-5,A,America/Winnipeg
CKQ3,YNO,North Spirit Lake Airport,North Spirit Lake,Canada,52.490833,-92.9725,1082,-6,A,America/Winnipeg
CNE3,XBE,Bearskin Lake Airport,Bearskin Lake,Canada,53.966324,-91.025569,800,-6,A,America/Winnipeg
CNM5,KIF,Kingfisher Lake Airport,Kingfisher Lake,Canada,53.016142,-89.851719,866,-5,A,America/Winnipeg
CNT3,YOG,Ogoki Post Airport,Ogoki Post,Canada,51.657778,-85.900833,594,-5,A,America/Toronto
CPV7,YHP,Poplar Hill Airport,Poplar Hill,Canada,52.113333,-94.255556,1095,-6,A,America/Winnipeg
CPV8,KEW,Keewaywin Airport,Keewaywin,Canada,52.992778,-92.840833,988,-5,A,America/Winnipeg
CSU2,YKU,Chisasibi Airport,Chisasibi,Canada,53.805115,-78.916226,43,-5,A,America/Montreal
CTB6,ZTB,Tête-à-la-Baleine Airport,Tête-à-la-Baleine,Canada,50.674444,-59.383611,107,-4,A,America/Blanc-Sablon
CTK6,ZKG,Kegaska Airport,Kegaska,Canada,50.195833,-61.265833,32,-4,A,America/Blanc-Sablon
CTU5,ZLT,La Tabatière Airport,La Tabatière,Canada,50.830772,-58.975503,102,-4,A,America/Blanc-Sablon
CYAC,YAC,Cat Lake Airport,Cat Lake,Canada,51.727277,-91.822771,1344,-6,A,America/Winnipeg
CYAG,YAG,Fort Frances Municipal Airfield,Fort Frances,Canada,48.649703,-93.438125,1125,-6,A,America/Winnipeg
CYAM,YAM,Sault Ste Marie Airport,Sault Sainte Marie,Canada,46.485279,-84.500585,630,-5,A,America/Toronto
CYAQ,XKS,Kasabonika Airport,Kasabonika,Canada,53.524722,-88.642778,672,-5,A,America/Winnipeg
CYAS,YKG,Kangirsuk Airport,Kangirsuk,Canada,60.027222,-69.999167,403,-5,A,America/Montreal
CYAT,YAT,Attawapiskat Airport,Attawapiskat,Canada,52.92775,-82.430784,31,-5,A,America/Toronto
CYAV,YAV,Winnipeg St Andrews,Winnipeg,Canada,50.056389,-97.0325,760,-6,A,America/Winnipeg
CYAW,YAW,12 Wing Shearwater - CFB Halifax,Halifax,Canada,44.636155,-63.512433,167,-4,A,America/Halifax
CYAY,YAY,Saint Anthony Airport,St. Anthony,Canada,51.391328,-56.09085,108,-4,A,America/St_Johns
CYAZ,YAZ,Tofino Airport,Tofino,Canada,49.081754,-125.77474,80,-8,A,America/Vancouver
CYBB,YBB,Kugaaruk Airport,Pelly Bay,Canada,68.536266,-89.807006,56,-6,A,America/Cambridge_Bay
CYBC,YBC,Baie-Comeau Airport,Baie Comeau,Canada,49.133518,-68.194341,71,-5,A,America/Montreal
CYBD,QBC,Bella Coola Airport,Bella Coola,Canada,52.387921,-126.596167,117,-8,A,America/Vancouver
CYBE,YBE,Uranium City Airport,Uranium City,Canada,59.562034,-108.478471,1044,-6,N,America/Regina
CYBF,YBY,Bonnyville Airport,Bonnyville,Canada,54.304984,-110.742905,1839,-7,A,America/Edmonton
CYBG,YBG,Canadian Forces Base Bagotville,Bagotville,Canada,48.33517,-70.985625,522,-5,A,America/Montreal
CYBK,YBK,Baker Lake Airport,Baker Lake,Canada,64.29841,-96.076118,59,-6,A,America/Rankin_Inlet
CYBL,YBL,Campbell River Airport,Campbell River,Canada,49.951589,-125.268355,346,-8,A,America/Vancouver
CYBQ,XTL,Tadoule Lake Airport,Tadoule Lake,Canada,58.706108,-98.512709,923,-7,A,America/Winnipeg
CYBR,YBR,Brandon Airport,Brandon,Canada,49.904432,-99.945333,1343,-6,A,America/Winnipeg
CYBT,YBT,Brochet Airport,Brochet,Canada,57.890342,-101.677973,1131,-7,A,America/Winnipeg
CYBV,YBV,Berens River Airport,Berens River,Canada,52.358977,-97.016935,728,-6,A,America/Winnipeg
CYBW,YBW,Calgary Springbank Airport,Calgary,Canada,51.102797,-114.374504,3939,-7,A,America/Edmonton
CYBX,YBX,Lourdes-de-Blanc-Sablon Airport,Lourdes-De-Blanc-Sablon,Canada,51.442107,-57.186372,121,-4,A,America/Blanc-Sablon
CYCA,YRF,Cartwright Airport,Cartwright,Canada,53.683889,-57.04,40,-4,A,America/Goose_Bay
CYCB,YCB,Cambridge Bay Airport,Cambridge Bay,Canada,69.108056,-105.138333,90,-7,A,America/Cambridge_Bay
CYCC,YCC,Cornwall Regional Airport,Cornwall,Canada,45.091142,-74.565416,175,-5,A,America/Toronto
CYCD,YCD,Nanaimo Airport,Nanaimo,Canada,49.052933,-123.874231,93,-8,A,America/Vancouver
CYCG,YCG,West Kootenay Regional Airport,Castlegar,Canada,49.300605,-117.636533,1624,-8,A,America/Vancouver
CYCH,YCH,Miramichi Airport,Chatham,Canada,47.007387,-65.452487,108,-4,A,America/Moncton
CYCL,YCL,Charlo Airport,Charlo,Canada,47.987545,-66.331435,132,-4,A,America/Moncton
CYCO,YCO,Kugluktuk Airport,Coppermine,Canada,67.814911,-115.135294,74,-7,A,America/Cambridge_Bay
CYCR,YCR,Cross Lake (Charlie Sinclair Mem) Airport,Cross Lake,Canada,54.610673,-97.760187,707,-7,A,America/Winnipeg
CYCS,YCS,Chesterfield Inlet Airport,Chesterfield Inlet,Canada,63.345942,-90.733548,32,-6,A,America/Rankin_Inlet
CYCT,YCT,Coronation Airport,Coronation,Canada,52.075279,-111.445261,2595,-7,A,America/Edmonton
CYCW,YCW,Chilliwack Airport,Chilliwack,Canada,49.153433,-121.940995,32,-8,A,America/Vancouver
CYCY,YCY,Clyde River Airport,Clyde River,Canada,70.483874,-68.519828,87,-5,A,America/Iqaluit
CYCZ,YZS,Coral Harbour Airport,Coral Harbour,Canada,64.193776,-83.359952,2661,-7,A,America/Atikokan
CYDA,YDA,Dawson City Airport,Dawson,Canada,64.044784,-139.125392,1215,-8,A,America/Whitehorse
CYDB,YDB,Burwash Airport,Burwash,Canada,61.3711,-139.041,2647,-8,A,America/Whitehorse
CYDC,YDC,Princeton Airport,Princeton,Canada,49.467353,-120.511646,2298,-8,A,America/Vancouver
CYDF,YDF,Deer Lake Airport,Deer Lake,Canada,49.211164,-57.391498,72,-4,A,America/St_Johns
CYDL,YDL,Dease Lake Airport,Dease Lake,Canada,58.422885,-130.030109,2600,-8,A,America/Vancouver
CYDN,YDN,Dauphin Airport,Dauphin,Canada,51.101435,-100.051789,999,-6,A,America/Winnipeg
CYDP,YDP,Nain Airport,Nain,Canada,56.550102,-61.683574,22,-4,A,America/Goose_Bay
CYDQ,YDQ,Dawson Creek Airport,Dawson Creek,Canada,55.741308,-120.185207,2148,-7,A,America/Dawson_Creek
CYEG,YEG,Edmonton International Airport,Edmonton,Canada,53.306054,-113.578661,2373,-7,A,America/Edmonton
CYEK,YEK,Eskimo Point,Eskimo Point,Canada,61.094826,-94.071697,32,-6,A,America/Rankin_Inlet
CYEM,YEM,Manitoulin East Muni,Manitowaning,Canada,45.841695,-81.857902,869,-5,A,America/Toronto
CYEN,YEN,Estevan Airport,Estevan,Canada,49.210363,-102.960952,1905,-6,N,America/Regina
CYER,YER,Fort Severn Airport,Fort Severn,Canada,56.018304,-87.674757,48,-5,A,America/Toronto
CYET,YET,Edson Airport,Edson,Canada,53.578876,-116.464801,3041,-7,A,America/Edmonton
CYEU,YEU,Eureka Airport,Eureka,Canada,79.995496,-85.816123,256,-6,A,America/Rankin_Inlet
CYEV,YEV,Inuvik Mike Zubko Airport,Inuvik,Canada,68.306198,-133.49738,224,-7,A,America/Inuvik
CYFA,YFA,Fort Albany Airport,Fort Albany,Canada,52.204312,-81.679349,48,-5,A,America/Toronto
CYFB,YFB,Iqaluit Airport,Iqaluit,Canada,63.751366,-68.536747,110,-5,A,America/Iqaluit
CYFC,YFC,Fredericton International Airport,Fredericton,Canada,45.872862,-66.530001,68,-4,A,America/Moncton
CYFD,YFD,Brantford Airport,Brantford,Canada,43.128065,-80.340952,815,-5,A,America/Toronto
CYFH,YFH,Fort Hope Airport,Fort Hope,Canada,51.561711,-87.906953,899,-5,A,America/Toronto
CYFJ,YTM,Mont-Tremblant International Airport,Mont-Tremblant,Canada,46.411378,-74.769322,827,-5,A,America/Montreal
CYFO,YFO,Flin Flon Airport,Flin Flon,Canada,54.677835,-101.681493,997,-6,A,America/Winnipeg
CYFR,YFR,Fort Resolution Airport,Fort Resolution,Canada,61.180248,-113.688943,526,-7,A,America/Yellowknife
CYFS,YFS,Fort Simpson Airport,Fort Simpson,Canada,61.760379,-121.237001,555,-7,A,America/Yellowknife
CYFT,YMN,Makkovik Airport,Makkovik,Canada,55.077116,-59.187635,234,-4,A,America/Goose_Bay
CYGB,YGB,Gillies Bay Airfield,Texada,Canada,49.693482,-124.517631,326,-8,A,America/Vancouver
CYGE,YGE,Golden Airport,Golden,Canada,51.299708,-116.982035,2575,-7,A,America/Edmonton
CYGH,YGH,Fort Good Hope Airport,Fort Good Hope,Canada,66.240833,-128.650833,215,-7,A,America/Yellowknife
CYGK,YGK,Kingston Airport,Kingston,Canada,44.219127,-76.596222,305,-5,A,America/Toronto
CYGL,YGL,La Grande Rivière Airport,La Grande Riviere,Canada,53.625168,-77.703635,639,-5,A,America/Montreal
CYGO,YGO,Gods Lake Narrows Airport,Gods Lake Narrows,Canada,54.557732,-94.489845,617,-6,A,America/Winnipeg
CYGP,YGP,Gaspé Airport,Gaspe,Canada,48.775288,-64.478686,108,-5,A,America/Montreal
CYGQ,YGQ,Geraldton (Greenstone Regional) Airport,Geraldton,Canada,49.778918,-86.93896,1144,-5,A,America/Toronto
CYGR,YGR,Îles-de-la-Madeleine Airport,Iles De La Madeleine,Canada,47.423882,-61.774912,35,-4,A,America/Halifax
CYGT,YGT,Igloolik Airport,Igloolik,Canada,69.367329,-81.823124,174,-5,A,America/Iqaluit
CYGV,YGV,Havre Saint-Pierre Airport,Havre-Saint-Pierre,Canada,50.281944,-63.611389,124,-4,A,America/Montreal
CYGW,YGW,Kuujjuarapik Airport,Kuujjuarapik,Canada,55.281906,-77.757732,34,-5,A,America/Montreal
CYGX,YGX,Gillam Airport,Gillam,Canada,56.356725,-94.711972,476,-6,A,America/Winnipeg
CYGZ,YGZ,Grise Fiord Airport,Grise Fiord,Canada,76.425835,-82.909156,146,-5,A,America/Iqaluit
CYHA,YQC,Quaqtaq Airport,Quaqtaq,Canada,61.045833,-69.6175,103,-5,A,America/Montreal
CYHB,YHB,Hudson Bay Airport,Hudson Bay,Canada,52.817131,-102.306174,1175,-6,N,America/Regina
CYHC,YHC,Vancouver Harbour Water Airport,,Canada,49.2944,-123.111,0,-8,A,America/Vancouver
CYHD,YHD,Dryden Regional Airport,Dryden,Canada,49.826519,-92.737667,1354,-6,A,America/Winnipeg
CYHF,YHF,Hearst (René Fontaine) Muni Airport,Hearst,Canada,49.713962,-83.686246,826,-5,A,America/Toronto
CYHH,YNS,YHH,Nemiscau,Canada,51.690342,-76.136538,802,-5,A,America/Montreal
CYHI,YHI,Holman Airport,Holman Island,Canada,70.763925,-117.800115,117,-7,A,America/Yellowknife
CYHK,YHK,Gjoa Haven Airport,Gjoa Haven,Canada,68.635705,-95.849909,152,-6,A,America/Cambridge_Bay
CYHM,YHM,John C. Munro Hamilton International Airport,Hamilton,Canada,43.163245,-79.926504,780,-5,A,America/Toronto
CYHN,YHN,Hornepayne Muni Airport,Hornepayne,Canada,49.192306,-84.753459,1099,-5,A,America/Toronto
CYHO,YHO,Hopedale Airport,Hopedale,Canada,55.448333,-60.228611,39,-4,A,America/Goose_Bay
CYHR,YHR,Chevery Airport,Chevery,Canada,50.468421,-59.63815,39,-4,A,America/Blanc-Sablon
CYHU,YHU,Montréal/Saint-Hubert Airport,Montreal,Canada,45.518032,-73.42494,90,-5,A,America/Montreal
CYHY,YHY,Hay River/Merlyn Carter Airport,Hay River,Canada,60.839649,-115.78462,543,-7,A,America/Yellowknife
CYHZ,YHZ,Halifax Stanfield International Airport,Halifax,Canada,44.88664,-63.51485,477,-4,A,America/Halifax
CYIB,YIB,Atikokan Muni Airport,Atikokan,Canada,48.774664,-91.638223,1408,-6,A,America/Atikokan
CYIF,YIF,Pakuashipi Airport,St-Augustin,Canada,51.211667,-58.658333,20,-4,A,America/Blanc-Sablon
CYIK,YIK,Ivujivik Airport,Ivujivik,Canada,62.417521,-77.92569,126,-5,A,America/Montreal
CYIO,YIO,Pond Inlet Airport,Pond Inlet,Canada,72.69114,-77.964257,181,-5,A,America/Iqaluit
CYIV,YIV,Island Lake Airport,Island Lake,Canada,53.856667,-94.6525,770,-6,A,America/Winnipeg
CYJM,YJM,Fort Saint James (Perison) Airport,Fort St. James,Canada,54.396975,-124.262889,2364,-8,A,America/Vancouver
CYJN,YJN,Saint-Jean Airport,St. Jean,Canada,45.295019,-73.284527,136,-5,A,America/Montreal
CYJQ,ZEL,Bella Bella (Denny Island) Airport,Bella Bella,Canada,52.13693,-128.057786,162,-8,A,America/Vancouver
CYJT,YJT,Stephenville International Airport,Stephenville,Canada,48.54535,-58.560643,80,-4,A,America/St_Johns
CYKA,YKA,Kamloops Airport,Kamloops,Canada,50.705259,-120.441812,1133,-8,A,America/Vancouver
CYKD,LAK,Aklavik/Freddie Carmichael Airport,Aklavik,Canada,68.223683,-135.005464,23,-7,A,America/Yellowknife
CYKF,YKF,Region of Waterloo International Airport,Waterloo,Canada,43.455817,-80.385746,1054,-5,A,America/Toronto
CYKG,YWB,Kangiqsujuaq Airport,Kangiqsujuaq,Canada,61.588611,-71.929444,501,-6,A,America/Montreal
CYKL,YKL,Schefferville Airport,Schefferville,Canada,54.805464,-66.805754,1709,-4,A,America/Montreal
CYKO,AKV,Akulivik Airport,Akulivik,Canada,60.818611,-78.148611,75,-5,A,America/Montreal
CYKQ,YKQ,Waskaganish Airport,Waskaganish,Canada,51.473611,-78.758056,80,-5,A,America/Montreal
CYKX,YKX,Kirkland Lake Airport,Kirkland Lake,Canada,48.209456,-79.984981,1157,-5,A,America/Toronto
